duration_in_seconds	recorded_date	participant_id	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	number_of_children	future_prior_diff
231	2020-05-14 23:59:32	R_1esmRnnXHrug4rD	Yes	more efficient	more efficient	2	1	1	7	7	6	4	4	4	6	4	5	5	7	4	7	32	Yes	non-academic researcher	Social Sciences	None of them	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living only with partner	No	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	25
340	2020-05-15 00:08:12	R_1hWjVO3hw5aV8xQ	Yes	more efficient	more efficient	2	4	4	5	5	4	3	3	3	3	5	4	3	5	4	60	85	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	No	Yes	Underequipped	Living with parents or other adult family members	NA	>60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	25
159	2020-05-15 09:42:34	R_3ISFRQ8pav2MpWb	No	NA	similarly efficient	2	2	1	4	3	4	2	1	3	4	5	2	3	4	3	90	90	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	More tips on working from home	NA	NA	0	0
176	2020-05-15 09:43:30	R_1op7zBWCedCyA1A	Yes	more efficient	more efficient	3	3	2	6	7	5	1	1	6	6	4	4	4	5	3	15	25	Yes	postdoc	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	<30 min	0	1	0	0	0	0	No	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	1	10
243	2020-05-15 09:44:02	R_Z9MAL0McljO93b3	Yes	more efficient	more efficient	1	1	1	5	5	4	1	4	1	7	7	4	1	4	4	91	81	Yes	postdoc	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	0	0	1	1	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	-10
330	2020-05-15 09:45:24	R_1jJUYB6nq75UBpa	Yes	less efficient	similarly efficient	6	5	6	5	5	4	5	6	6	7	7	5	5	4	4	42	22	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	0	0	0	Yes	No	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	1	-20
201	2020-05-15 09:47:23	R_3nASuBnK7cssd2N	Yes	more efficient	similarly efficient	3	4	3	6	5	4	2	3	4	6	4	4	4	6	3	18	19	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	1
162	2020-05-15 10:15:21	R_2taucc8DYdBXE9S	Yes	less efficient	less efficient	6	6	6	5	7	6	5	5	5	5	4	1	1	5	4	10	40	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	30
293	2020-05-15 10:26:33	R_W0O4Sp8MNPuxMoF	Yes	similarly efficient	less efficient	4	4	5	4	5	5	5	5	4	7	6	5	5	5	4	20	20	Yes	associate professor	Social Sciences	Research and educational institute	No	Female	25 - 34	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	0
646	2020-05-15 10:39:03	R_vxcKYbblyXLdLvb	Yes	similarly efficient	similarly efficient	4	5	4	7	7	7	4	6	5	7	6	7	7	7	5	9	20	No	postdoc	Social Sciences	Research and educational institute	No	Female	25 - 34	Yes	Yes	Underequipped	Living only with partner	No	<30 min	0	0	0	0	0	0	Yes	NA	NA	Better computer facilities	NA	NA	NA	Other	0	11
453	2020-05-15 10:39:55	R_2azTMISSEDKw7MA	Yes	similarly efficient	more efficient	2	2	3	4	5	5	3	5	3	6	5	2	5	4	3	5	50	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	0	0	0	No	No	Better communication	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	1	45
220	2020-05-15 10:41:59	R_1CwNSkdxuJRdNyB	Yes	less efficient	less efficient	6	6	6	4	6	4	6	7	3	7	6	2	2	5	5	0	10	Yes	postdoc	Life Sciences	Research and educational institute	No	Female	35 - 44	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	NA	0	10
205	2020-05-15 11:45:58	R_3Eolm4q516DXuFR	No	NA	similarly efficient	2	2	2	3	2	2	2	2	2	4	4	2	2	4	4	71	71	Yes	research assistant	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	No	No	Fully equipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	0
453	2020-05-15 12:16:01	R_3n7pZVpU2Z4Rlvv	Yes	similarly efficient	less efficient	6	6	5	7	3	5	7	7	5	7	7	7	7	7	5	10	20	Yes	associate professor	Other	Research and educational institute	No	Male	45 - 54	Yes	Yes	Underequipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	10
450	2020-05-15 12:52:29	R_4ZajHJ3fcKEih21	Yes	less efficient	similarly efficient	4	3	3	6	6	6	2	2	5	6	5	4	4	6	6	20	20	Yes	full professor	Social Sciences	Purely educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	0
233	2020-05-15 13:12:44	R_XH6TcPOhoiuudRT	Yes	less efficient	similarly efficient	6	6	6	7	7	5	5	4	4	5	4	5	7	5	3	9	15	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	0	2	0	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	6
212	2020-05-15 13:48:21	R_2uIDTgRs9guOkc8	Yes	similarly efficient	similarly efficient	4	4	5	6	6	5	3	3	3	5	5	1	1	4	3	79	80	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Fully equipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	0	1
158	2020-05-15 14:04:15	R_1imPN7EKpNb71Js	Yes	less efficient	similarly efficient	6	6	6	7	4	6	6	7	6	4	4	1	5	6	4	30	40	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Underequipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	10
330	2020-05-15 14:19:13	R_1dzT7t5lC2CEcBB	Yes	more efficient	similarly efficient	2	2	2	6	6	7	1	1	4	4	3	1	1	7	6	84	50	No	associate professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	No	No	Fully equipped	Other	No	30-60 min	0	0	0	0	0	3	No	NA	NA	NA	NA	NA	NA	Other	3	-34
336	2020-05-15 14:38:32	R_1OOIv0rVA6NACmQ	Yes	more efficient	more efficient	2	2	2	2	5	5	1	4	2	6	5	4	1	6	4	25	81	Yes	associate professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	1	1	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	56
228	2020-05-15 15:20:05	R_08U80S02eSsKvZv	Yes	less efficient	less efficient	5	5	6	7	7	6	6	3	4	2	2	4	4	6	4	30	10	No	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	0	0	Yes	No	NA	NA	NA	NA	NA	Other	1	-20
330	2020-05-15 15:40:23	R_2SdZRM5oC808cqc	Yes	similarly efficient	similarly efficient	3	4	3	6	6	7	4	4	4	7	5	4	4	6	4	50	50	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	0	2	0	No	No	NA	NA	NA	NA	NA	NA	2	0
350	2020-05-15 15:53:29	R_1k21EpFFiHnFtl2	Yes	less efficient	more efficient	1	1	1	4	5	4	1	1	1	5	5	1	1	5	4	70	70	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	No	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	1	1	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	0
1046	2020-05-15 16:54:12	R_ueMjTjKEaf3c8EN	Yes	similarly efficient	more efficient	4	4	1	7	6	7	1	1	1	6	5	4	4	7	3	30	50	Yes	postdoc	Other	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	No	Yes	Underequipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	0	20
229	2020-05-15 17:37:58	R_3KV05i1CcmtBPXs	Yes	less efficient	less efficient	5	5	6	6	6	6	5	5	5	6	5	5	5	6	5	50	50	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	0
183	2020-05-15 17:46:37	R_25BDLs9eTeVtLGU	Yes	more efficient	more efficient	3	3	5	4	4	5	3	4	5	5	5	4	2	4	3	45	75	Yes	research assistant	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	Under 24	No	Yes	Underequipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	30
564	2020-05-15 19:09:40	R_12ncEX7zp00KHeB	Yes	similarly efficient	similarly efficient	5	7	6	7	7	6	4	4	6	4	5	3	2	6	6	15	35	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	Under 24	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	No	Better communication	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	0	20
152	2020-05-15 19:32:12	R_0xFVoTlVV4JrMqJ	Yes	less efficient	similarly efficient	3	3	5	5	4	6	2	4	4	3	4	4	4	5	4	20	35	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	15
184	2020-05-15 19:38:34	R_veGtdzxKP0UV83v	No	NA	similarly efficient	5	5	5	5	5	5	5	5	4	4	5	5	5	5	4	30	40	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	10
277	2020-05-15 21:58:40	R_1LAm6hsKnQlz09h	Yes	less efficient	less efficient	7	7	7	4	5	5	7	6	7	7	6	6	7	4	4	10	10	Yes	associate professor	Social Sciences	Research and educational institute	No	Male	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	<30 min	0	0	0	0	1	1	Yes	Yes	Better communication	Better computer facilities	NA	NA	NA	NA	2	0
276	2020-05-15 22:28:28	R_UR4B7kt9vrDVKtH	Yes	less efficient	less efficient	5	4	5	5	5	5	4	4	4	7	5	4	5	4	4	0	0	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	2	2	1	0	Yes	Yes	NA	NA	NA	NA	NA	NA	5	0
304	2020-05-16 01:57:14	R_1OVkNjF2OQVwzoK	Yes	less efficient	less efficient	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	30	10	No	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Underequipped	Living with non-family others	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	0	-20
421	2020-05-16 09:53:00	R_1BQ9mYtgcmOVXIM	Yes	less efficient	similarly efficient	7	7	7	7	7	7	4	4	4	4	4	7	7	7	4	30	20	Yes	associate professor	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	1	2	1	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	5	-10
288	2020-05-16 14:00:44	R_3isBYMs80WitCBw	Yes	more efficient	more efficient	1	1	4	7	7	7	1	1	1	7	4	5	5	7	1	15	50	Yes	assistant professor	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	0	0	0	No	Yes	NA	NA	NA	NA	NA	NA	1	35
144	2020-05-16 17:01:47	R_12gVp4pECeZXJPz	Yes	less efficient	similarly efficient	3	3	5	4	5	5	2	5	4	6	5	4	4	5	4	60	60	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	0
260	2020-05-16 18:43:43	R_3J3LMNGIjR5S48w	Yes	similarly efficient	similarly efficient	3	3	2	4	4	4	2	3	3	6	5	2	4	4	4	39	60	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	21
310	2020-05-16 18:45:28	R_2S2JX8BA6Lgppfj	Yes	more efficient	more efficient	1	1	1	3	2	3	1	1	1	1	6	2	2	4	5	81	91	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Underequipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	0	10
182	2020-05-16 22:20:06	R_yq3fTyYPGFBAg4F	Yes	less efficient	similarly efficient	4	4	4	4	4	4	4	4	4	4	6	5	7	4	4	29	28	Yes	associate professor	Social Sciences	Purely research institute	No	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	1	2	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	3	-1
387	2020-05-16 23:34:37	R_2YLL4k9Tkg0KG6E	Yes	less efficient	less efficient	5	5	7	4	5	4	2	4	2	4	5	6	5	7	4	30	57	Yes	full professor	Formal Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Single-parent with non-adult child(ren)	NA	30-60 min	0	0	0	0	1	0	No	No	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	1	27
124	2020-05-17 19:22:02	R_Y34ZW3STr69oFz3	No	NA	more efficient	1	1	2	2	2	2	1	1	1	1	2	1	1	1	1	92	100	Yes	non-academic researcher	Social Sciences	None of them	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	8
324	2020-05-17 20:34:40	R_1LiiDDifCb3U0SE	Yes	similarly efficient	similarly efficient	2	2	2	5	5	4	2	2	2	2	4	2	2	6	4	91	80	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	65 - 74	Yes	Yes	Fully equipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	-11
389	2020-05-18 01:35:44	R_2QSQOmrba6vYr57	Yes	less efficient	more efficient	1	1	1	2	2	3	1	1	1	6	2	5	3	3	2	19	60	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	More tips on working from home	NA	NA	0	41
871	2020-05-18 10:14:55	R_3nJanZ5i74EBebR	Yes	less efficient	less efficient	5	4	6	6	7	6	3	4	2	4	5	5	6	4	3	7	7	Yes	research assistant	Social Sciences	Purely research institute	No	Female	25 - 34	No	No	Underequipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	0
282	2020-05-18 10:43:05	R_3PvlfBpLxidJipL	Yes	similarly efficient	more efficient	3	3	4	4	4	4	1	1	1	5	3	3	3	4	4	36	55	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	1	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	1	19
258	2020-05-18 11:10:08	R_28Mz2RANw4KGqlt	Yes	similarly efficient	similarly efficient	5	4	7	6	5	6	3	3	4	7	5	6	7	6	4	20	30	Yes	postdoc	Other	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Underequipped	Living alone	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	10
869	2020-05-18 12:22:46	R_2tmJvFHUSrM7jwT	Yes	similarly efficient	more efficient	2	2	3	5	3	3	1	2	1	1	2	3	2	5	4	100	80	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	No	No	Fully equipped	Living with partner and non-adult child(ren)	No	>60 min	1	0	NA	2	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	3	-20
267	2020-05-18 13:26:19	R_2c0YBRUMgNl6fjr	Yes	less efficient	similarly efficient	4	4	7	4	4	4	4	7	4	7	4	7	1	7	4	50	49	Yes	PhD student	Other	Research and educational institute	No	Female	45 - 54	Yes	No	Fully equipped	Single-parent with non-adult child(ren)	NA	30-60 min	0	0	0	1	2	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	3	-1
141	2020-05-18 15:34:52	R_3018OjMxfhc5Cg3	Yes	more efficient	more efficient	2	2	2	3	3	4	1	1	1	2	4	1	1	1	1	19	90	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	71
206	2020-05-18 17:07:06	R_6zjMyaouYnBe5Xj	Yes	similarly efficient	similarly efficient	3	4	4	4	4	4	2	4	2	4	4	5	5	4	4	25	50	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	1	0	0	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	1	25
711	2020-05-19 14:54:10	R_vqrgL4No3iI72Tf	Yes	similarly efficient	similarly efficient	5	4	5	2	4	2	1	1	1	7	2	1	1	2	2	74	72	Yes	PhD student	Social Sciences	Research and educational institute	No	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	No	30-60 min	0	0	0	1	1	1	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	3	-2
257	2020-05-20 11:33:22	R_2eWE35SlucTFDjz	Yes	less efficient	more efficient	4	3	4	4	6	5	2	2	4	6	4	5	3	3	3	20	80	Yes	associate professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	1	0	1	0	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	2	60
166	2020-05-20 12:01:20	R_3lK3FvE68SZ6XqQ	No	NA	similarly efficient	1	1	1	6	6	5	1	1	1	2	1	1	1	5	1	95	95	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	No	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	0
178	2020-05-20 12:59:25	R_12Kn4lSyiJElRxk	Yes	less efficient	similarly efficient	5	5	6	5	6	4	3	2	2	4	5	1	2	4	2	30	40	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	No	Better communication	NA	NA	NA	NA	NA	0	10
316	2020-05-20 12:59:55	R_31yoVqGOboZUDQe	Yes	less efficient	similarly efficient	5	5	4	6	7	6	4	3	3	7	4	5	4	6	4	24	36	Yes	research assistant	Social Sciences	Research and educational institute	No	Female	25 - 34	No	Yes	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	12
223	2020-05-20 13:43:49	R_3O16AY0zS9u1JKe	Yes	similarly efficient	more efficient	2	5	4	7	7	4	2	2	3	5	6	5	3	5	2	15	58	Yes	postdoc	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	43
341	2020-05-20 13:43:51	R_1LFnN452ZztYnLW	Yes	less efficient	less efficient	6	6	6	4	4	4	4	4	4	7	4	4	2	4	4	10	20	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	10
359	2020-05-20 18:42:15	R_12RqBKbLSy6qCL2	Yes	less efficient	more efficient	2	2	5	4	4	4	3	4	3	5	5	3	3	4	2	10	72	Yes	non-academic researcher	Social Sciences	None of them	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	0	0	Yes	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	1	62
168	2020-05-20 18:54:14	R_1jwZVzOjYu9pUYX	Yes	more efficient	more efficient	2	2	2	6	5	5	2	2	2	7	5	2	2	5	2	10	50	Yes	PhD student	Social Sciences	Research and educational institute	No	Other	25 - 34	No	No	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	40
176	2020-05-20 21:48:26	R_2yef7hLUdbzhd4R	Yes	less efficient	less efficient	5	5	6	7	7	7	4	4	4	4	4	1	1	6	4	10	60	Yes	PhD student	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	50
221	2020-05-20 23:20:37	R_9taWIZxDSP0aNXj	Yes	less efficient	less efficient	6	5	6	6	5	5	7	7	6	6	6	5	5	6	5	100	20	No	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	1	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	1	-80
383	2020-05-21 00:18:30	R_2tAr7FkcKt5z1VE	Yes	similarly efficient	similarly efficient	2	2	2	5	6	6	2	2	2	6	4	4	4	6	4	100	70	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	-30
275	2020-05-21 00:41:51	R_2VyIvA3H7NOUnlw	No	NA	less efficient	2	2	2	1	2	1	2	2	2	2	2	2	1	2	2	10	10	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	Other	0	0
62351	2020-05-21 12:09:33	R_24Q9d2wwc4jQVPz	Yes	similarly efficient	less efficient	2	2	2	4	3	3	3	3	3	7	5	6	6	5	4	30	50	No	postdoc	Life Sciences	Research and educational institute	No	Female	25 - 34	Yes	Yes	Underequipped	Living alone	NA	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	Other	0	20
243	2020-05-21 20:39:31	R_3NQZwFYfs1P9BAQ	Yes	less efficient	similarly efficient	5	4	5	6	6	6	3	3	2	5	6	4	4	5	3	29	44	No	assistant professor	Social Sciences	Purely research institute	No	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	>60 min	0	1	1	0	0	0	Yes	Yes	Better communication	NA	NA	NA	NA	NA	2	15
172	2020-05-21 20:40:27	R_wZRAlVRkok4RNiV	Yes	less efficient	similarly efficient	2	4	5	5	4	5	5	3	3	3	4	4	7	5	2	10	20	Yes	postdoc	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	No	Yes	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	10
