StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	area_of_research_6_TEXT	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	living_sit_7_TEXT	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	need_from_org_11_TEXT
2020-05-13 18:01:49	2020-05-13 18:05:51	IP Address	100	242	True	2020-05-13 18:05:51	R_3DqknWepAo7XUPr	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	3	4	3	"At home

1
"	"At home

1
"	"At home

1
"	2	3	2	"At home

1
"	3	"At home

1
"	66	90	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	No	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-13 17:52:47	2020-05-13 18:09:46	IP Address	100	1018	True	2020-05-13 18:09:46	R_Tc3o707KrRzwlUZ	email	EN	Yes	less efficient	less efficient	"In the office
7
"	"In the office
7
"	4	"In the office
7
"	6	4	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	5	4	4	4	4	5	40	Yes	full professor	Other:	Psychology is a social, physical and life science, in my opinion	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	No	Underequipped	Living only with partner	NA	No	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-13 18:08:32	2020-05-13 18:14:46	IP Address	100	373	True	2020-05-13 18:14:46	R_8iUkIjmZjHMBI09	email	EN	Yes	less efficient	more efficient	2	2	5	"In the office
7
"	5	5	2	2	3	6	6	"At home

1
"	3	5	4	20	60	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	2	0	0	No	Yes	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-13 18:15:23	2020-05-13 18:19:57	IP Address	100	273	True	2020-05-13 18:19:57	R_3DwIr3X7wj26Pbg	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	4	5	"In the office
7
"	"At home

1
"	"At home

1
"	"At home

1
"	4	4	3	"At home

1
"	6	3	15	80	Yes	non-academic researcher	Social Sciences	NA	None of them	Yes (including if someone else does it for me)	Female	35 - 44	No	No	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-13 18:33:48	2020-05-13 18:40:40	IP Address	100	412	True	2020-05-13 18:40:41	R_3itcIvEOYHEHZJC	email	EN	Yes	similarly efficient	less efficient	5	5	6	5	5	5	2	2	3	6	5	4	4	6	"In the office
7
"	30	60	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with parents or other adult family members	NA	Yes	30-60 min	0	0	0	0	0	0	Yes	Yes	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-13 18:38:01	2020-05-13 18:40:52	IP Address	100	170	True	2020-05-13 18:40:52	R_6nZy1CWk7LnxmQV	email	EN	Yes	similarly efficient	similarly efficient	5	5	"In the office
7
"	5	4	4	4	4	5	"In the office
7
"	6	4	5	4	4	9	20	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	More tips on working from home	NA	NA	NA
2020-05-13 18:40:40	2020-05-13 18:44:44	IP Address	100	244	True	2020-05-13 18:44:44	R_1opeqHxnTMeGCek	email	EN	Yes	more efficient	less efficient	6	6	"In the office
7
"	"In the office
7
"	6	6	6	6	4	"In the office
7
"	4	"In the office
7
"	4	"In the office
7
"	"In the office
7
"	31	50	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	No	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-13 18:31:22	2020-05-13 18:46:44	IP Address	100	922	True	2020-05-13 18:46:45	R_1AdnszBYQjy1IBj	email	EN	Yes	less efficient	less efficient	6	6	6	5	4	5	"In the office
7
"	6	6	5	4	6	6	5	6	30	30	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	2	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-13 18:42:46	2020-05-13 18:49:05	IP Address	100	379	True	2020-05-13 18:49:05	R_UJWYg7TyPnISaKR	email	EN	Yes	more efficient	more efficient	2	2	6	5	"In the office
7
"	6	2	2	"At home

1
"	4	5	3	2	5	5	30	70	Yes	research assistant	Social Sciences	NA	Research and educational institute	No	Female	25 - 34	Yes	Yes	Fully equipped	Living alone	NA	NA	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-13 18:43:17	2020-05-13 18:51:12	IP Address	100	475	True	2020-05-13 18:51:13	R_1dulZ4AGEmjzzjV	email	EN	Yes	similarly efficient	less efficient	4	4	5	6	2	5	4	6	4	6	6	4	6	3	5	50	76	Yes	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	No	Yes	Underequipped	Living only with partner	NA	No	>60 min	0	0	0	0	0	0	No	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-13 18:42:49	2020-05-13 18:51:29	IP Address	100	520	True	2020-05-13 18:51:30	R_1Nn3MtjPDSRHAQv	email	EN	Yes	less efficient	less efficient	4	5	6	6	6	6	5	5	5	4	5	5	5	5	3	30	33	No	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Underequipped	Living with non-family others	NA	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-13 16:53:48	2020-05-13 18:52:57	IP Address	100	7148	True	2020-05-13 18:52:57	R_31MmqXu4JzryXv3	email	EN	Yes	less efficient	similarly efficient	5	5	5	5	6	6	4	4	4	"In the office
7
"	6	6	6	6	4	50	50	Yes	assistant professor	Social Sciences	NA	Research and educational institute	No	Female	35 - 44	Yes	No	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-13 18:50:39	2020-05-13 18:54:21	IP Address	100	222	True	2020-05-13 18:54:22	R_2VPJk3GRnAk5tMK	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"At home

1
"	5	"At home

1
"	5	"In the office
7
"	6	6	"In the office
7
"	6	25	60	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	No	No	Underequipped	Living with non-family others	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-13 18:55:39	2020-05-13 18:58:55	IP Address	100	195	True	2020-05-13 18:58:56	R_324wP2iPNiY3hrZ	email	EN	Yes	less efficient	less efficient	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	10	8	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	No	No	Underequipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	NA	NA
2020-05-13 19:12:27	2020-05-13 19:21:57	IP Address	100	569	True	2020-05-13 19:21:57	R_24cNa2wpn3Ok7t3	email	EN	No	NA	less efficient	4	5	3	3	3	2	4	2	3	2	3	2	2	2	4	20	11	No	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	No	Yes	Underequipped	Other:	Living with flatemates	No	<30 min	0	0	0	0	0	0	Yes	NA	NA	Better computer facilities	NA	More tips on working from home	NA	NA	NA
2020-05-13 19:54:51	2020-05-13 19:59:49	IP Address	100	298	True	2020-05-13 19:59:49	R_2rGyQk9BsYBNMgl	email	EN	Yes	less efficient	similarly efficient	2	2	4	"In the office
7
"	6	6	3	2	3	6	6	4	5	6	4	10	25	Yes	assistant professor	Other:	Business	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	2	0	0	Yes	Yes	Better communication	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-13 20:11:17	2020-05-13 20:14:15	IP Address	100	177	True	2020-05-13 20:14:15	R_3m1MwknpRf65qGI	email	EN	Yes	less efficient	less efficient	"In the office
7
"	"In the office
7
"	"In the office
7
"	4	4	5	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	10	10	No	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	1	0	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-13 20:12:31	2020-05-13 20:18:07	IP Address	100	336	True	2020-05-13 20:18:07	R_1K1P9AZD9qGghzv	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"At home

1
"	2	"At home

1
"	4	5	4	"At home

1
"	"In the office
7
"	4	20	50	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	1	1	0	0	0	No	Yes	NA	NA	NA	NA	NA	Other:	less work load through transforming everything into virtuality
2020-05-13 20:18:45	2020-05-13 20:23:40	IP Address	100	294	True	2020-05-13 20:23:40	R_3JyAC70dd3lUNiH	email	EN	Yes	similarly efficient	more efficient	4	4	4	"In the office
7
"	"In the office
7
"	"In the office
7
"	3	5	"At home

1
"	4	"In the office
7
"	4	"In the office
7
"	"In the office
7
"	5	10	20	Yes	non-academic researcher	Social Sciences	NA	None of them	Yes (including if someone else does it for me)	Female	25 - 34	No	Yes	Underequipped	Living alone	NA	NA	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-05-13 20:47:33	2020-05-13 20:50:27	IP Address	100	174	True	2020-05-13 20:50:27	R_2vicw9hG6nY99nY	email	EN	Yes	similarly efficient	similarly efficient	4	4	"In the office
7
"	4	"In the office
7
"	4	2	2	2	2	2	2	2	4	2	70	91	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-13 21:52:20	2020-05-13 21:55:19	IP Address	100	179	True	2020-05-13 21:55:19	R_3Ep9djHP155vxAk	email	EN	Yes	similarly efficient	more efficient	"At home

1
"	2	2	3	5	4	"At home

1
"	"At home

1
"	"At home

1
"	3	3	2	"At home

1
"	3	"At home

1
"	20	80	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-13 22:12:26	2020-05-13 22:20:47	IP Address	100	500	True	2020-05-13 22:20:47	R_2cA7DLHHr5sJdIc	email	EN	Yes	similarly efficient	similarly efficient	3	3	3	5	5	4	3	3	4	4	4	4	4	4	4	15	15	Yes	full professor	Physical Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Living with parents or other adult family members	NA	No	<30 min	0	0	0	0	0	0	Yes	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-13 22:27:10	2020-05-13 22:32:17	IP Address	100	307	True	2020-05-13 22:32:18	R_9yLKGwaAxCZP8LT	email	EN	Yes	similarly efficient	similarly efficient	5	2	2	6	6	"In the office
7
"	"At home

1
"	5	4	"In the office
7
"	6	5	3	5	4	9	33	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Underequipped	Living only with partner	NA	No	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-13 22:44:41	2020-05-13 22:49:29	IP Address	100	288	True	2020-05-13 22:49:30	R_p6staJTCj4JORBD	email	EN	Yes	less efficient	less efficient	5	"In the office
7
"	5	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	6	6	"In the office
7
"	6	9	9	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Other:	living with spouse and children	No	>60 min	0	0	0	0	1	2	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	Other:	IT person
2020-05-13 23:20:47	2020-05-13 23:32:25	IP Address	100	698	True	2020-05-13 23:32:25	R_RetcbgtHLEhl8zL	email	EN	No	NA	less efficient	6	6	5	6	4	6	3	3	4	6	6	4	5	4	5	35	50	No	full professor	Life Sciences	NA	Research and educational institute	No	Male	55 - 64	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	No	>60 min	0	0	0	0	1	1	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-14 00:35:40	2020-05-14 00:40:13	IP Address	100	272	True	2020-05-14 00:40:13	R_3DneWHZZG6vtvyH	email	EN	Yes	less efficient	less efficient	3	3	4	5	6	5	3	3	3	5	4	3	3	6	5	40	40	No	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	1	1	0	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-14 01:46:52	2020-05-14 01:49:51	IP Address	100	179	True	2020-05-14 01:49:52	R_3BOeLIstIcNe8I9	email	EN	Yes	more efficient	similarly efficient	2	2	2	"At home

1
"	2	3	2	2	3	2	2	"At home

1
"	3	2	2	2	80	No	non-academic researcher	Social Sciences	NA	None of them	Yes (including if someone else does it for me)	Female	25 - 34	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	Support for problems regarding combining work with family life	NA	NA	Other:	If we had children in the future, help with childcare.
2020-05-14 01:47:24	2020-05-14 01:50:31	IP Address	100	186	True	2020-05-14 01:50:31	R_3m4gi4rUN1GFHm5	email	EN	Yes	similarly efficient	more efficient	3	5	4	2	3	3	5	6	6	4	5	3	5	3	6	41	50	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	No	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-14 04:43:20	2020-05-14 04:47:36	IP Address	100	256	True	2020-05-14 04:47:37	R_1LtX6neypyqibz1	email	EN	Yes	similarly efficient	less efficient	"In the office
7
"	5	2	5	4	4	2	2	"At home

1
"	4	5	6	6	4	3	85	35	No	assistant professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Underequipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-05-14 05:16:06	2020-05-14 05:28:22	IP Address	100	735	True	2020-05-14 05:28:23	R_2YzI0QzsyxQawHq	email	EN	Yes	less efficient	more efficient	"At home

1
"	2	2	"In the office
7
"	4	4	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	"In the office
7
"	4	4	6	"In the office
7
"	20	50	Yes	associate professor	Life Sciences	NA	Research and educational institute	No	Male	55 - 64	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	2	0	0	Yes	No	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-14 06:10:00	2020-05-14 06:17:22	IP Address	100	442	True	2020-05-14 06:17:22	R_exp9qh38UB4hlFn	email	EN	Yes	more efficient	similarly efficient	"At home

1
"	"At home

1
"	"At home

1
"	2	2	4	"At home

1
"	"At home

1
"	"At home

1
"	4	4	"At home

1
"	"At home

1
"	"At home

1
"	"At home

1
"	51	91	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	1	1	1	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-14 06:29:17	2020-05-14 06:34:21	IP Address	100	304	True	2020-05-14 06:34:21	R_sStDYNnYyP8pwFH	email	EN	Yes	more efficient	more efficient	3	5	5	6	6	5	3	2	3	5	4	4	5	6	3	48	60	Yes	research assistant	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-14 02:28:59	2020-05-14 07:04:11	IP Address	100	16512	True	2020-05-14 07:04:12	R_UcNC8gl2g4KJSvv	email	EN	Yes	less efficient	less efficient	6	6	6	4	6	4	5	4	5	4	5	4	5	5	5	30	21	No	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	No	30-60 min	0	1	0	0	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-14 08:13:13	2020-05-14 08:17:32	IP Address	100	258	True	2020-05-14 08:17:32	R_1NrzoJluBAdpEcR	email	EN	Yes	less efficient	less efficient	4	4	6	5	5	6	4	5	5	4	4	"In the office
7
"	"In the office
7
"	5	5	3	15	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	More tips on working from home	NA	NA	NA
2020-05-14 08:32:33	2020-05-14 08:35:39	IP Address	100	185	True	2020-05-14 08:35:39	R_12FL4XqaOepKSQk	email	EN	Yes	less efficient	similarly efficient	3	5	5	6	6	6	5	6	5	"In the office
7
"	5	3	3	6	2	5	40	Yes	postdoc	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-14 09:05:25	2020-05-14 09:11:06	IP Address	100	341	True	2020-05-14 09:11:06	R_T0n1IxSd3o9hynf	email	EN	Yes	more efficient	more efficient	2	2	4	6	4	4	2	5	2	4	4	2	4	4	4	25	75	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Underequipped	Living alone	NA	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	More tips on working from home	NA	NA	NA
2020-05-14 09:32:51	2020-05-14 09:36:24	IP Address	100	212	True	2020-05-14 09:36:24	R_24LZoCW0Sc57F3f	email	EN	Yes	similarly efficient	similarly efficient	4	4	"In the office
7
"	6	6	6	4	6	6	4	4	4	5	6	5	20	20	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	Under 24	Yes	No	Fully equipped	Other:	Normally living alone, staying with my parents during lockdown	NA	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-05-14 09:35:29	2020-05-14 09:44:16	IP Address	100	527	True	2020-05-14 09:44:16	R_07XFwVlSUoIKUdr	email	EN	Yes	similarly efficient	similarly efficient	5	5	6	6	6	6	6	6	6	4	4	6	6	"In the office
7
"	4	20	5	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Underequipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-14 09:47:19	2020-05-14 09:55:29	IP Address	100	490	True	2020-05-14 09:55:30	R_1NsvLuvSp95p4m6	email	EN	Yes	less efficient	similarly efficient	"At home

1
"	3	"At home

1
"	4	2	2	"At home

1
"	3	"At home

1
"	4	"At home

1
"	4	4	"At home

1
"	4	39	40	Yes	full professor	Life Sciences	NA	Research and educational institute	No	Male	45 - 54	Yes	No	Fully equipped	Living only with partner	NA	No	<30 min	0	0	0	0	0	0	No	NA	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-05-07 10:08:26	2020-05-07 10:08:31	IP Address	8	4	False	2020-05-14 10:08:36	R_1P197BeCKRg3oBO	anonymous	EN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-14 10:43:23	2020-05-14 10:48:58	IP Address	100	335	True	2020-05-14 10:48:58	R_2YS1XdCMUKy9FC9	email	EN	Yes	more efficient	similarly efficient	"At home

1
"	"At home

1
"	"At home

1
"	3	3	3	"At home

1
"	"At home

1
"	"At home

1
"	3	3	3	3	3	2	61	62	No	non-academic researcher	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other:	all there already
2020-05-14 13:01:45	2020-05-14 13:11:12	IP Address	100	566	True	2020-05-14 13:11:12	R_PGSBGpdx9psaWXL	email	EN	Yes	less efficient	similarly efficient	6	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	4	4	2	"In the office
7
"	6	6	"In the office
7
"	4	4	20	40	Yes	PhD student	Life Sciences	NA	Research and educational institute	No	Female	25 - 34	No	No	Underequipped	Living only with partner	NA	No	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	Support for problems regarding combining work with family life	More tips on working from home	NA	NA	NA
2020-05-14 13:26:28	2020-05-14 13:30:25	IP Address	100	237	True	2020-05-14 13:30:25	R_1lgHSEiN2vGd6w3	email	EN	No	NA	more efficient	5	5	5	"In the office
7
"	"In the office
7
"	"In the office
7
"	2	2	2	4	4	4	5	"In the office
7
"	6	80	50	Yes	PhD student	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	No	No	Fully equipped	Living only with partner	NA	Yes	>60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	NA
2020-05-14 15:14:46	2020-05-14 15:19:46	IP Address	100	299	True	2020-05-14 15:19:46	R_25MzZjhBHP0LdFJ	email	EN	Yes	similarly efficient	similarly efficient	2	2	2	6	5	4	2	3	2	4	4	2	2	5	5	40	60	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	>60 min	0	1	0	0	0	0	No	No	NA	NA	NA	NA	NA	NA	NA
2020-05-07 15:48:03	2020-05-07 15:48:33	IP Address	12	29	False	2020-05-14 15:48:34	R_1cSbkAWzJ7a43X5	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-07 16:13:09	2020-05-07 16:13:29	IP Address	12	20	False	2020-05-14 16:13:53	R_2Y9fEThTL2SbDvy	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-07 16:19:55	2020-05-07 16:20:21	IP Address	12	25	False	2020-05-14 16:20:25	R_YPjy7KrMkGLZG01	email	EN	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2020-05-14 16:37:41	2020-05-14 16:42:05	IP Address	100	263	True	2020-05-14 16:42:05	R_vpKRgdaCfvEfUDT	email	EN	Yes	less efficient	similarly efficient	"At home

1
"	"At home

1
"	3	5	5	5	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	6	3	3	5	5	30	30	No	associate professor	Life Sciences	NA	Research and educational institute	No	Female	35 - 44	Yes	Yes	Underequipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-05-14 15:23:07	2020-05-14 17:01:02	IP Address	100	5875	True	2020-05-14 17:01:03	R_2t08Wd5VIXx4s1i	email	EN	Yes	less efficient	similarly efficient	6	4	4	"In the office
7
"	6	6	3	3	3	3	6	5	5	6	5	10	50	Yes	assistant professor	Other:	Law and economics	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	1	0	1	0	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
